id,text,humor_target
tweet11323,"Lo malo: Es gorda
Lo peor: Usa leggins blancos
Lo horrible: Usa tangas negras.",body shaming
tweet4694,"—Cruzaría el cielo, mar y tierra, pasaría descalzo entre espinas solo por verte.
—Aww qué lindo, ven a verme.
—No, porque esta lloviendo.",family/relationships
tweet11893,"Si no sabes qué hacerle a tu mamá este 10 de Mayo, hazla mi suegra, es el mejor regalo que podrás darle.",family/relationships
tweet19699,"Tipico en las fiestas entre Ellas: -Chica1: Voy a baño, ¿me acompañas? -Chica2: Si claro! ¿Me llevo la Cámara?",age; women
tweet19428,"-SÍ te quiero, pero es que soy muy complicada.

—UY PERDÓN HIJA DE BALDOR, FAMILIAR DEL CUBO RUBIK, SUDOKU NIVEL LEGENDARIO.",women
tweet23671,"Mi padre no ronca, invoca a Satán.",family/relationships
tweet20257,"Tu familia dice : El alcohol es tu enemigo!
Jesús dice : Ama a tu enemigo

Caso cerrado",substance use
tweet9670,"Les recomiendo esta crema anti-arrugas, barros, manchas, acné, cicatrices y más...Se llama 'Adobe Photoshop' xD",body shaming
tweet16094,Mi celular es el único que amanece en mi cama todos los días y el que me despierta. Creo que es el amor de mi vida.,self-deprecating
tweet13084,"—¿Trabajas en el zoo?
—No ¿por qué?
—¿Y esa morsa?
—¡ABUELO DEJA EN PAZ A MI NOVIA!
—¿Hace trucos?
—¡ABUELOO!
—¡QUE APLAUDA, QUE APLAUDA!",body shaming
tweet3024,"Hijo, ¿Reprobaste? Sí, YOLO!... ¿YOLO? Sí, yolo de la tlisteza JAJAJAJÁ! ¡Maldito chino, por eso te adoptamos! JÁ! ¡Lo sé, soy telible",ethnicity/origin
tweet22629,Duermo con ojos normales y despierto con ojos de nacionalidad japonesa.,self-deprecating
tweet714,"—Amor, dime algo que me vuelva loca. —¡Mira! Esa mujer tiene el mismo vestido que tú.",women
tweet5028,"""Si no hago pendejadas ahorita, ¿de que me voy a reír cuando sea grande?""

—Yo justificando mis pendejadas.",self-deprecating
tweet22753,"- Amor, tomamos el bus o taxi?  - Yo lo que quiero es tomar tu mano y caminar hacia la felicidad.  - No traes dinero verdad?  - No :(",social status
tweet5640,"—¿Que nombre le ponemos a la banda?
—Ponle 'SEMEN'.
—No jodas, no podemos ponerle así.
—Entonces ponle 'Jarabe de Palo'.",professions
tweet19750,"Una mujer al marido: -Cariño, tienes la barriga como árbol de cementerio! -¿Cómo es eso? -Dándole sombra a un muerto!",body shaming
tweet12448,"La esposa excitada le dice al marido: dime cosas sucias al oído mi amor… Y él dice: Cocina, sala, comedor, baño... Buajaja..",family/relationships
tweet16007,"Hoy me dejaron en visto y ¿saben qué voy a hacer mañana? Exacto, escribirle. Valer verga requiere de constancia.",self-deprecating
tweet18032,"tengo un amigo Bombero , que incendió todo donde vive , para llevarse algo de trabajo a su casa #chistes",professions
tweet21089,*Abre la ventana* *Se meten animalitos del bosque* *empieza a trapear con el disco de Pimpinela*,professions
tweet21521,"Gritaba la multitud: arriba el novio, arriba la novia! y dice un borrachito: ¡Hp, déjenlos que se acomoden como quieran! #humortico",substance use
tweet20203,"Al borracho no le importa ganar o perder,
lo importante es copetín",substance use
tweet20206,"-¿Qué me recomiendas hacer?
-Que le des a las series.
-¿De acción, drama o romántica?
-Series de 50 abdominales, gorda.",body shaming
tweet9424,"—Hoy hablaremos del respeto hacia la mujer.
—Profe, ¿puedo ir al baño antes de comenzar?
—¡¡Con ese culazo puedes ir a donde quieras, mija!!",women
tweet726,-Mi gorda mujer consultó con un célebre dietólogo -¿Y cuanto ha perdido? -En tres meses que lleva... cien mil pesos! #fb,body shaming
tweet11146,"—¿Y tu dignidad? 
—Por ahí, en algún WhatsApp...",self-deprecating
tweet18783,"A mi novia le acaban de dar una licencia para matar, ella paso su exámen de manejo.",women
tweet14196,"Los bikinis exponen el 90% del cuerpo de una mujer, pero yo como todo un caballero, sólo miro el 10% que está cubierto.",women
tweet13625,"Les guste o no les guste, todos los hombres delante de sus amigos se refieren a ustedes como ""mi vieja"". Es de putitos decir ""mi novia"".",men
tweet11551,"Científicos han demostrado que el efecto de las Tetas Caídas, es producto de la 'GRAVE-EDAD'",body shaming
tweet21404,"RT @CesarKatsuragi: RT: @machocabrio: ¿Cuánto tiempo tardará Michael Jackson en biodegradarse? Como 2 millones de años, ¿no?",professions
tweet20612,"Si el hombre tuviera menstruaciones, competiría con sus amigos para ver quién tiene el flujo más abundante y el cambio de humor más culero.",men
tweet1696,Se abre el telón y aparece un  bizco. Se cierra. Se abre y el hombre ya no es bizco. Como se llama el cantante? Ya Miro Guay. #chistes,body shaming
tweet8664,"Maestra, aquí está mi tarea
¿Qué es esto?
¡Le falta la presentación!
Lo siento maestra..
DAMAS Y CABALLEROS CON USTEDES: ¡LAA TAAREEAAAA!",age
tweet5177,En un restaurante: —Señor ¿vino con su pescado? —No! Es mi esposa y así huele!  ,women
tweet876,"#Chiste Uy mi amor, estás como pollo frito — ¿Sabrosa? — No, llena de grasa, GORDA. #chistes RT",body shaming
tweet7019,"-Papá, ¿los hombres van al infierno? -Los solteros al morir, pero los casados lo pagamos por adelantado...",women
tweet3128,"24 de diciembre, día mundial de:

—“¿Y la novia sobrino?”",family/relationships
tweet8516,"Entra un nuevo profe al curso y se presenta:
Buenos días, mi nombre es Largo.
Dice Juancito:
No importa, tenemos tiempo. #chiste",age
tweet971,"Mejor le voy a escribir a mi abuelita, ella no me deja en visto y siempre me pregunta si ya comí, si estoy bien y que me quiere mucho.",family/relationships
tweet6969,"-Hija Tu marido llego anoche borracho y me hizo el amor 3 veces 
Y tu que le dijiste? 
-Nada, tu sabes que yo a ese tarado no le hablo #XD",family/relationships
tweet2861,"— ¡Te ves más flaco! ¿Qué estás haciendo?

— Sumiendo la panza :(",body shaming
tweet23551,"Erase una vez un niño tan pero tan feo, que el cura lo bautizó de lejos con una pistola de agua.",body shaming
tweet7757,"""Buenas, me da un iPhone 7"". 

—Yo, en el 2025.😔",self-deprecating
tweet8193,"Le pregunté: ""Espejito, espejito, hay alguien más guapo que yo?"" y, hace una semana que no para de dar nombres. #CHISTES",self-deprecating
tweet7720,"Tu opinión es igual a los anuncios de Youtube, los ignoro en 5 segundos",technology
tweet6335,"Mis pensamientos de noche: ¿De dónde venimos? ¿A dónde vamos? ¿Qué es la vida? ¿Qué hago con la mía?

Mis pensamientos de día: Comida.",self-deprecating
tweet13184,"¿Por qué una mujer se queda mirando un sobresito de sopa durante más de media hora?
Porque dice: ""concentrada"".
#...",women
tweet5967,"-Doctor, tengo un problema de doble personalidad. -Por qué no se sienta y platicamos los cuatro! #chistes",professions
tweet12817,Me habla cada 3 horas y yo le contesto a los 3 segundos porque no nací con el cromosoma llamado “dignidad”.,self-deprecating
tweet3543,"—Gringos: Twitter. ... —Latinos: Tuirer. ... —Ingleses: Tuitah. ... —Padres: Tuister, la pagina esa del pajarito.",age
tweet11009,"quieta @BrutaliaParis, esto es una violacion masiva! 
ayy noo ¿como asi?, aparte de que me van a culiar me van a cobrar IVA? #RT",sexual aggressors
tweet6224,#frase: Más vale borracho conocido que alcohólico anónimo ---RT,substance use
tweet17299,"¿Quién iba a pensar que al crecer se harían bien putas?

—Yo, cada vez que veo sus fotos de niñas.",women
tweet14317,"—Profe, ¿Puedo ir al baño? —Cuando venga tu compañero —Ni que lo fuera a violar.. ¬¬",sexual aggressors
tweet22349,"— ¿Qué mide 18 cms. y hace gritar de placer a las mujeres? — Un billete de 500,00 €",women
tweet19801,"- ¡Oh, no!
- ¿Que pasó?
- Anoche bebí demasiado y llamé a mi ex...
- Bueno calmate. Suele suceder.
- Llamá a la prensa.
- Basta, David.",substance use
tweet19056,- Doctor y mi suegra?  - Mejorando.  -Y ahora?  - Mejorando.  - Y ahora?  - Deje de darme billetes que no la voy a matar.  - Ay :(,family/relationships
tweet22961,"¡¡BOB ESPONJA SÉ QUE ESTAS AHÍ!!    —¡Abuelo, por favor deja de partir las piñas que nos van a sacar del supermercado!",age
tweet10082,"Quien esté libre de pecado, que deje su celular, una semana a su pareja.",family/relationships
tweet10270,"—Quien se oponga a esta boda, que hable ahora —¡YO ME OPONGO! —¿Por qué señora? —Porque no se puso suéter —¿Mamá? ¡NO JODAS! —¡SUÉTER DIJE!",family/relationships
tweet3035,"—Doctor, es cierto que estoy gorda? —¡Muuuuuu! —¡DOCTOR! CONTESTEME —Perdón pensé que las vacas no hablaban.",body shaming
tweet9199,"Me dijo una doña que era muy grosero y le contesté: ʺMe vale madres lo que usted piense, vieja meticheʺ. Le hable de usted por respeto.",age
tweet16874,¿En qué se parecen las mujeres a las matemáticas? En que no cualquier idiota las entiende.,women
tweet6929,"- Dislexicos del mundo, uniso !    #CHISTES",health
tweet5225,"-Mamá, mamá... En la escuela me dicen narizón. -No les hagas caso, lo que pasa es que tienes la cara muy atrás. #fb",body shaming
tweet19490,Los hombres vemos el culo de otras mujeres solo para pensar: “Está más chingon el culo de mi novia” y ustedes enojándose. No mamen mujeres.,women
tweet20039,"—¿Se te ofrece algo de San Antonio?
—¿Vas a ir?
—No, le voy a rezar al rato.
—😖",religion
tweet4341,"Un marido llega tarde a casa y salta a la cama -Déjame tranquila, tengo dolor de cabeza -Pero bueno, ¿qué os pasa hoy a todas?",family/relationships
tweet15602,"Cosas que no tengo y quisiera tener:

—Dinero.
—Amor.
—Belleza.
—Paciencia para explicarle a mi mamá cómo enviar una foto desde Whatsapp.",age
tweet13219,"Dios lo sabe todo , mi mujer lo comenta.. #chistes #frases",women
tweet23105,"—¿Usted viene al colegio a estudiar o a conversar? 
—¿Y usted Profe, viene a enseñar o a interrumpir mi conversación?",professions
tweet5755,Esta tan enfermo que el medico le dijo que la unica esperanza que le queda es  la reencarnación.  #chistes #humor,health
tweet18040,"Si Sócrates hubiera sido mujer diría: ""Yo solo sé que no sé qué ponerme"".",women
tweet3750,"-Mana, me pica la mano, ¿será q voy agarrar plata? -Que va niña!, si eso fuera verdad yo tuviera un cajero automático en el culo!",social status
tweet8001,"Llega marido borracho a casa. La mujer: -Supongo q hay una razón para que llegues a las 6 de la mañana? -Sí, el desayuno! #fb",men; substance use
tweet10982,"-Oiga, su esposa se cayó del coche 10 km atrás! -¡Oh, gracias a Dios! Creí que me había quedado sordo! #fb",family/relationships
tweet5259,Que bueno ser feo y no preocuparse por el ángulo de la selfie y esa pendejadas.,self-deprecating
tweet21649,"—Ven papá, quiero presentarte a mi chava.

—¡Ese es mi hijo! Oye... pero es hombre.

—Sí, es mi novio Salvador. Mi chava hermoso.",lgbt
tweet15745,"Cuántos psicoanalistas hacen falta para cambiar 1 bombita? Dos, uno la cambia y el otro sostiene el pene, perdón, la escalera - #CHISTES",lgbt; professions
tweet20663,Yo creo que la solución para Ud no es la cirugía estética... Pienso que le convendría radicarse en Irán y usar velo.,body shaming
tweet511,"Con mi ex terminamos por algunas diferencias religiosas, yo era cristiano y ella satanás.",family/relationships
tweet19224,"Twitter definitivamente fue inventado por un hombre. Si una mujer lo hubiera creado, el límite de caracteres seria de 1000.",technology; women
tweet13581,#MientrasTantoEnUnUniversoParalelo los Chinos nos ven a nosotros todos iguales.,ethnicity/origin
tweet13972,En el entretiempo la fuerza policial rusa entra al vestuario de Méjico y encuentran cadáveres descuartizados y bebés rellenos de heroína.,ethnicity/origin
tweet3095,"Cuando un hombre te roba la esposa, no hay mejor castigo que dejar que se la quede. #fb",family/relationships
tweet20432,"La risa de un bebé es lo más tierno que puede haber en el mundo...
A menos que sean las 2 de la mañana, estés solo, y no tengas un bebé.",age
tweet22916,"—¡Señora, que vagina tan grande, grande, grande, ! —¡Ay! ¿Y lo tiene que repetir tanto, Doctor? —No, yo lo dije 1vez, fue el eco.",women
tweet20980,"Es muy saludable hacer el amor con preservativos, pero es mas rico hacerlo con una mujer. #FrasesLocas #fb",self-deprecating
tweet8189,"El hombre moderno vive a base de vitamina C: 

—Computadora
—Celular
—Comida
—Cama
—Cervezas
—Chichis
–Culos",men
tweet23091,"#chiste: #Picante: Por que los hombres prefieren las mujeres lloronas???? porque la que no llora, no mama.. #chistes RT.",women
tweet15364,"Mamá ¿compraste mi vestido de XV años? —NO. —¿Y las zapatillas? —NO. —¿Y los aretes? —Tampoco. —¿Por qué mamá? —Porque NO, Alan Daniel. #xD",lgbt
tweet17196,"A mí me hubieran dado la serpiente, ya tengo experiencia comiéndome el pitón crudo de mi ex, que tanto es tantito. #MasterChefMx",men
tweet21738,"—Buenos días, hablamos del Banco ¿Lo despertamos? —No. —Ok, mañana le hablaremos más temprano.",professions
tweet3534,"—¿A qué te dedicas?
—Soy ingeniero en refrigeración y empuje.
—¿Vendes BonIce?
—Sí, traigo de mango con chilito.
#DiadelIngeniero",professions
tweet3680,"Abuela abuela! Te voy a contar un chiste tan bueno q se te van a caer las tetas... Aaah, ya te lo contaron!",age; body shaming
tweet22896,"Diálogo por celular: Viejo, en la tv dicen que un loco maneja contra el transito por la autopista -¿Uno, vieja? ¡Son un montón! #fb",age
tweet18897,"La verdad no entiendo, hace 72 horas que terminó el día de los inocentes y mi suegra sigue tirada en la bañera",family/relationships
tweet13041,"#Chiste Amor, si yo me muero, ¿Tu llorarías por mí?  -Claro cariño, si tu sabes que yo lloro por cualquier tontería. #Chistes RT",family/relationships
tweet1496,"—Mamá, ¿Qué es una ninfómana? 
—Una mujer obsesionada con el sexo.
—¿Y cómo se le dice a los hombres obsesionados con el sexo? 
—Hombres.",men
tweet7517,"—Felicidades Mamá.

—Mira, ahorita no estés chingando.",family/relationships
tweet10204,"—Amor, ayer hablaste dormido jaj
—¿Qué dije?
—«Si hubiera sabido que esta vieja roncaba tanto no me hubiera casado»
—Ah no, estaba despierto",family/relationships
tweet17321,"Excel es como los hombres, a simple vista piensas que esta fácil pero luego te das cuenta que es más complejo de lo que pensabas.",men
tweet21527,"No te deseo el mal, pero ojalá tu mamá te siga en Twitter.",family/relationships
tweet11995,"Un fiscal va a una cárcel y un preso le dice: -!Hola colega! -¿Apoco eres abogado? -¡No, soy ladrón!",professions
tweet12756,"MARIO BROS: Un italiano creado por los japoneses, que habla inglés y tiene apariencia de mexicano.",ethnicity/origin
tweet22637,RT @Jofa2010: Un cura sorprendido mientras c bañaba en el rio:masturbandose padre? NO! 1 es libre de lavarc el pito a la velocidad q quiera!,professions
tweet13102,Cómo viajan 8 músicos ? se toman  do re mi    #chistes,professions
tweet14571,"—Me pediste que te llevara a un lugar caro, princesa.
—¡No mames, me trajiste a una gasolinera!
—¿Ya viste cuánto vale el litro, pendeja?",family/relationships
tweet8994,"Los Japoneses son astutos, sino fíjense como miran, como con sospecha.... sin embargo ni Benji Price los va a salvar de los Mexicanos!!",ethnicity/origin
tweet9609,"Yo para adelgazar sigo la dieta de la manzana: me compré un Iphone 5S y ya no tengo para comer.

#Chistes #Humor...",technology
tweet20436,"—Paco, ¿por que coño echaste la leche en polvo a la lavadora? —Hostias, ¿entonces con que le he preparado el biberón al niño?",ethnicity/origin
tweet16541,"- Doctor, mi marido ha tenido una hemiplejia, ¿qué hago?
- Mírelo por el lado bueno.",health
tweet9180,Sabes que te estás haciendo mayor cuando la galería de tu móvil se llena de fotos de bebés,self-deprecating
tweet18344,"—Hijo ¿Vas a ir al cine?
—No, ¿Por qué?
—¡¿Y ESAS ENTRADAS?!
—¡PAPÁ! Deja mi problema de calvicie.
—JAJA pinche pelón, no aguantas nada.",body shaming
tweet13040,"Ni los rayos caen dos veces en el mismo lugar y vos ahí, insistiendo con tu ex.",family/relationships
tweet12270,"—Estás castigado

—¿Por qué?

—¡Porque yo lo digo!

—Wow mamá, tu argumento es muy convincente, deberías ser abogada.",family/relationships
tweet16310,"1acto Kichner con agua hasta las rodillas
2acto Kichner con agua hasta la cintura .
 Cómo se llama la obra ? .
Bote a Kichner   #Chistes",professions
tweet10262,"Si el hombre araña... 

¿La mujer rasguña?",women
tweet5008,"- ¡Señorita!¡Eh, usted, la rubia!
- ¿Si, es a mi?
- ¡Le comunicamos que su avión viene demorado!.
- Hay qué lindo, ese es mi color favorito.",ethnicity/origin
tweet21297,El cura bautiza a un niño y le dice: Desde este momento vas a ser Cristiano. No Señor yo quiero ser Messi #XD #JAJAJA #RT,professions; religion
tweet20316,"Tutorial para abdominales:

Acuéstate y pon las manos detrás de tu cabeza, ¡Vaya que gran posición para una siesta! Mejor toma una siesta.",self-deprecating
tweet3545,"Si alguien ve mis ganas de estudiar que me avise, las estoy buscando. Gracias  😔",self-deprecating
tweet6233,"- ¡Soldado López!
- ¡Sí, mi capitán! 

- No lo vi ayer en la prueba de camuflaje. 

- ¡Gracias, mi capitán!
#Chis...",professions
tweet22928,To. Yú. Dislexia. Siénpalo.,health
tweet23115,"Mami q diferencia hay entre 1 Puta y 1 Loca? 
Bueno hija a la Loca le pasan mil cosas x la cabeza y a la Puta le pasan mil cabezas x la cosa",women
tweet10434,"-Mamá!! Qué te pasa?? Aceptaste un virus en la computadora!

-Claro que no hijo!! Y si sigues fregando no te prestaré el iPad que me gané!!",age
tweet15062,"—Me compré una camisa en rebaja.
—¿Qué marca?
—Mi pobreza.",social status
tweet19584,"Las mujeres se clasifican en dos categorías: 

—Tu novia. 
—Y Todas las demás con las que nunca debes de hablar, porque tu novia se emputa.",women
tweet19578,"No te duermas, hay que platicar de nuestras mascotas.

—Yo, ligando.",self-deprecating
tweet12830,"#MalumaEsMejorQueJhonLennon todos lo saben, en varias entrevistas  John Lennon admitió que su música estaba inspirada en la de Maluma.",professions
tweet23933,"QUE LE DIJO EL BORRACHO AL RECIEN NACIDO : BEBE 
#chistes #humor",substance use
tweet16304,"—Me compré una esclava bien chingona.
—¿De oro?
—No, de #Tabasco. 

#GuerraDeEstados2018",ethnicity/origin
tweet14548,"—Hola... ¿Te han dicho hoy que te ves HERMOSA? —Ay, Jjijiji SiP :D —Pues te engañaron, FEA.",body shaming
tweet5292,"—Mi amor, ¿ya se me nota el gimnasio?
—Sí, ¿te lo comiste?",body shaming
tweet10119,"Una cosa es “Delinear” los ojos para resaltar la mirada y otra muy diferente querer verse como un mapache rabioso, pónganse vergas, morras.",women
tweet4223,"—Abuelo, ¿En qué creen los Testigos de Jehová? 

—En que les vas a abrir la puerta, hijo.",religion
tweet20850,"Hoy se cumple 1 mes desde que me inscribí al gym y aún no veo resultados. Si esto sigue así, tendré que empezar a ir",self-deprecating
tweet7396,"Dos amigas:
-¿Y quien tuvo la culpa de tu separación?
-Evidentemente mi marido que volvió dos días antes del viaj...",women
tweet11415,"Mi felicidad empieza con D., y termina en ormir!! #XD",self-deprecating
tweet10730,No hay hombre más caballeroso que el que quiere coger.,men
tweet5806,"Manolo hace el amor con una prosti y ella dice: -Tengo V.I.H -No joda, eso no es nada, yo tengo VHS, DVD, MP3... #fb",ethnicity/origin
tweet1306,"Nadie es indispensable en la vida, excepto los repartidores de pizzas, no sé que haríamos sin esos héroes.",professions
tweet8209,"-Ayer dos tipos golpearon a mi suegra -¿Y no interveniste? -No jodas, ya sería mucho pegarle entre tres!",family/relationships
tweet12675,Risa de personas normales: Jajaja :3 *Risa dulce y tierna* Mi risa: JAJAvsiamlAñobgrfnkJAJAJA *Golpea y aplaude como foca retrasada*,self-deprecating
tweet8169,"-Por fin después de 6 años logré que mi novio me hable de matrimonio.
 -¿Y qué te dijo?
 -¡Que tiene esposa y 3 hijos!",women
tweet22459,"—Cariño, el niño se ha cagado.
—Pues cámbialo.
—Solo tiene 2 meses, ¡dale otra oportunidad!",age
tweet9399,"Superman bien pudo haber sido médico, detectando tumores con su vista de rayos X. 
Ah, pero no, necesitábamos otro pinche comunicologo.",professions
tweet245,Típico : Estar viajando en taxi y pensar tácticas de escape por si el taxista te quiere secuestrar.,professions
tweet17212,"Un paciente sale triste del hospital y un ladrón sale y le grita: El dinero o la vida! -Tú también eres médico, cabrón? #fb",professions
tweet17251,"—Mamá, ¿tú crees que yo…
—No.
—¿Y si…
—Tampoco.
—Pero yo…
—¡¡¡NO TENGO PLATA!!! ¡¡¡QUE NO!!!",family/relationships
tweet23636,"Si tu mayor inspiración no es Adele. 

#FracasasteComoGordo.",body shaming
tweet14336,"—Amigos los veo en el antro.
—Yo llego en 15 min.
—Yo ya voy saliendo.
—¡Pero ponte tu suéter!
—¿QUIÉN METIÓ A MI MAMÁ AL GRUPO DE WHATSAPP?",family/relationships
tweet5608,"Una mujer está enojada si:

—No habla.
—Habla sin parar.
—Actúa como si nada pasara.
—Está rara.
—Te insulta.

Y también podría no estarlo.",women
tweet21473,"Dios nos dio a los hombres 2 cabezas, pero no suficiente sangre para pensar con las 2 al mismo tiempo",men
tweet15199,"Chica a la puerta del vecino: -Quiero beber, bailar y tener SEXO estás ocupado? -¡NO! -Ah pues cuídame a los nenes! by @Miksabelle",age; women
tweet21005,"-¿Cuántos animales se han sacrificado para que tu mujer luzca ese abrigo de pieles? -¡Uno solo, yo!",women
tweet11852,"Un árabe dice:..,
amor vendí 3 colchones y 20 calzones!!!
Hice $500 !!!
...
Y la esposa dice:
Yo con 1 colchón y sin calzón
hice $10,000 !!",ethnicity/origin
tweet19651,"Ver a Laura Bozzo es como las drogas: empiezas por curiosad, te enganchas y al final te llena de mierda el cerebro",professions
tweet18985,"No hay mujer FEA, sino hombres con falta de whiskys.",women
tweet22305,Este año me voy a disfrazar de borracho... vengo practicando todo el año. ¡¡¡Que nervios!!!,substance use
tweet21665,"—¿De quién son esos ricitos tan lindos?    —JAJAJÁ!! ya mi amor, sácame la mano de los calzones que me haces cosquillas!",family/relationships
tweet20246,SITUACIÓN ECONÓMICA: Echándole agua al pote del Shampoo.,social status
tweet1541,Los hombres son como el cigarillo... primero se prenden y después... se hacen humo. #fb,men
tweet12829,"Borracho tropieza con militar: —Disculpe mi sargento —¿Cómo que sargento? ¿No ve las estrellas? —Bueno, disculpa mi cielo.",substance use
tweet15515,"— Te amo mi amor, hablamos mañana, chao. — ok, Cuelga tu prime... ¿Aló? ¿ALOOOOO?",family/relationships
tweet19266,"Lo peor de ser químico es que te pasas el día rodeado de botellas pero no puedes beber de ninguna.
#Chistes #Hum...",professions
tweet13145,"Hoy eché el mejor polvo de mi vida...  
(el tipo tiraba las cenizas de la suegra al río)",family/relationships
tweet14029,"—Bésame, es Navidad.

—No puedo tío, soy tu sobrino. De hecho, ni deberíamos estar cogiendo.",sexual aggressors
tweet21048,habia una mujer tan fea que cuando la mamá le apagaba la luz.. El coco la volvía a prender #chistes RT,body shaming; women
tweet18262,"– Hola, soy marinero y escritor.
– ¿Ah, si?
– Sí, navego por Internet y escribo en twitter.",professions
tweet12254,"“Chingue su madre, gástatelo; total, el dinero va y viene.”

— Yo manejando mis finanzas.",self-deprecating
tweet240,"-Hijo que es eso de Twistter?
-Es un virus mamá, ni se te ocurra abrirlo.",age
tweet5731,"Por que tengo que manejar con lentes??? ah cierto, estoy CIEGA",health; self-deprecating
tweet3667,"Un indio con el Jefe:
-Jefe yo no querer llamarme Nube blanca que va enviando mensajes!
-Y ¿cómo querer llamarte?
-Fax...",ethnicity/origin
tweet2859,"Robar a los ricos para dárselo a los pobres igual a: CRIMINAL.
Robar a los pobres para dárselo a los ricos igual a: PRESIDENTE.

#IFEMúltame",professions
tweet22592,"Yo ya no tengo edad para discutir por tonterías con nadie, así que bájate del columpio que me toca a mí o te tiro arena en los ojos.",age
tweet9491,"— Hijito, ¿cómo te doy Retweet? — ¡JAJAJÁ! ¡No mames abuela, estas en word!",age
tweet23149,"- Mamá... mamá... ¿Donde está mi computadora? ... —Ah, la vendí para pagar el internet.",age
tweet23284,"Que tal la familia..?.
-Ahí vamos.
-Y el chico,¿Ya está colocao..?.
-No creo, está en Proyecto Hombre.
-¿Eh..?.
-Eh.",health
tweet7185,"-¿911, cuál es su emergencia? -¡TWITTER ESTÁ FALLANDO! -¡Dios mio, mantenga la calma vamos en camino, Y POR NINGÚN MOTIVO ENTRE A FACEBOOK.",technology
tweet22464,"Si María concibió sin pecar, ¿por que mi novia no puede pecar sin concebir?",family/relationships; religion
tweet5166,"–Tira una moneda, si sale cara me tomo otra cerveza. 

–Cruz.

–Otra vez.

–Cruz.

–Otra.

–Cruz.

–Joder, otra vez.

–Cara.

–Toooooma.",substance use
tweet19931,"La raptaron a mi mujer y la policía me dijo que me prepare para lo peor....así que debe estar por llegar!
#Chiste...",women
tweet3044,#chistepicante Pq los hombres pensamos mucho y las mujeres hablan mucho?-Porque los hombres tenemos dos cabezas y las mujeres cuatro labios,men; women
